,checking_account,duration,credit_history,credit_amount,installment_rete,sex,property,age,label,housing_own
608,0,18,2,2051,4,0,0,33,0,1
609,0,15,2,1300,4,0,4,45,0,0
610,1,12,2,741,4,1,1,22,1,1
611,3,10,2,1240,1,1,4,48,1,0
612,1,21,2,3357,4,1,2,29,0,1
613,1,24,1,3632,1,1,2,22,0,0
614,0,18,3,1808,4,1,0,22,1,1
615,2,48,0,12204,2,0,2,48,0,1
616,2,60,3,9157,2,0,4,27,0,0
617,1,6,4,3676,1,0,0,37,0,0
618,2,30,2,3441,2,1,2,21,1,0
619,0,12,2,640,4,0,0,49,0,1
620,2,21,4,3652,2,0,1,27,0,1
621,0,18,4,1530,3,0,1,32,1,1
622,0,48,2,3914,4,0,0,38,1,1
623,1,12,2,1858,4,1,2,22,0,0
624,1,18,2,2600,4,0,4,65,1,0
625,0,15,2,1979,4,0,2,35,0,1
626,3,6,2,2116,2,0,0,41,0,1
627,2,9,1,1437,2,0,4,29,1,1
628,0,42,4,4042,4,0,0,36,0,1
629,0,9,2,3832,1,0,0,64,0,1
630,1,24,2,3660,2,1,2,28,0,1
631,1,18,1,1553,4,0,2,44,1,1
632,2,15,2,1444,4,0,1,23,0,1
633,0,9,2,1980,2,1,2,19,1,0
634,2,24,2,1355,3,1,2,25,1,1
635,0,12,2,1393,4,0,1,47,0,1
636,0,24,2,1376,4,1,2,28,0,1
637,0,60,3,15653,2,0,2,21,0,1
638,0,12,2,1493,4,1,2,34,0,1
639,1,42,3,4370,3,0,1,26,1,1
640,1,18,2,750,4,1,0,27,1,1
641,2,15,2,1308,4,0,2,38,0,1
642,0,15,2,4623,3,0,1,40,1,1
643,0,24,4,1851,4,0,2,33,0,1
644,1,18,4,1880,4,0,1,32,0,1
645,0,36,3,7980,4,0,2,27,1,0
646,1,30,0,4583,2,0,0,32,0,1
647,0,12,2,1386,2,1,1,26,1,1
648,3,24,2,947,4,0,4,38,1,0
649,1,12,2,684,4,0,2,40,1,0
650,1,48,2,7476,4,0,4,50,0,0
651,2,12,2,1922,4,0,1,37,1,1
652,1,24,2,2303,4,0,0,45,1,1
653,2,36,3,8086,2,0,2,42,1,1
654,0,24,4,2346,4,0,2,35,0,1
655,1,14,2,3973,1,0,4,22,0,0
656,2,12,2,888,4,0,2,41,1,1
657,0,48,2,10222,4,0,2,37,0,1
658,2,30,0,4221,2,1,2,28,0,1
659,2,18,4,6361,2,0,4,41,0,1
660,3,12,2,1297,3,0,0,23,0,0
661,1,12,2,900,4,0,2,23,1,1
662,0,21,2,2241,4,0,0,50,0,1
663,2,6,3,1050,4,0,1,35,0,1
664,3,6,4,1047,2,1,1,50,0,1
665,0,24,4,6314,4,0,4,27,0,1
666,2,30,1,3496,4,0,2,34,0,1
667,0,48,1,3609,1,1,0,27,0,1
668,1,12,4,4843,3,0,1,43,1,0
669,3,30,4,3017,4,0,1,47,0,1
670,0,24,4,4139,3,0,1,27,0,1
671,0,36,2,5742,2,0,2,31,0,1
672,0,60,2,10366,2,0,1,42,0,1
673,0,6,4,2080,1,0,2,24,0,1
674,0,21,3,2580,4,0,0,41,1,1
675,0,30,4,4530,4,1,2,26,0,0
676,0,24,4,5150,4,0,2,33,0,1
677,2,72,2,5595,2,0,2,24,1,1
678,1,24,2,2384,4,0,0,64,0,0
679,0,18,2,1453,3,1,0,26,0,1
680,0,6,2,1538,1,1,4,56,0,1
681,0,12,2,2279,4,0,4,37,0,0
682,0,15,3,1478,4,0,0,33,0,1
683,0,24,4,5103,3,0,4,47,0,0
684,2,36,3,9857,1,0,1,31,0,1
685,0,60,2,6527,4,0,4,34,0,0
686,3,10,4,1347,4,0,1,27,0,1
687,2,36,3,2862,4,0,4,30,0,0
688,0,9,2,2753,3,0,2,35,0,1
689,1,12,2,3651,1,0,1,31,0,1
690,1,15,4,975,2,0,1,25,0,1
691,2,15,2,2631,3,1,0,25,0,1
692,2,24,2,2896,2,0,2,29,0,1
693,1,6,4,4716,1,0,0,44,0,1
694,0,24,2,2284,4,0,2,28,0,1
695,0,6,2,1236,2,0,1,50,0,0
696,2,12,2,1103,4,0,0,29,0,1
697,0,12,4,926,1,1,1,38,0,1
698,0,18,4,1800,4,0,2,24,0,1
699,3,15,2,1905,4,0,2,40,0,0
700,0,12,2,1123,4,1,2,29,1,0
701,1,48,4,6331,4,0,4,46,1,0
702,3,24,2,1377,4,1,4,47,0,0
703,2,30,3,2503,4,0,1,41,0,1
704,2,27,2,2528,4,1,1,32,0,1
705,0,15,2,5324,1,1,4,35,0,0
706,2,48,2,6560,3,0,1,24,1,1
707,2,12,0,2969,4,1,1,25,1,0
708,2,9,2,1206,4,1,0,25,0,1
709,2,9,2,2118,2,0,0,37,0,1
710,0,18,4,629,4,0,1,32,0,1
711,1,6,1,1198,4,1,4,35,1,0
712,0,21,2,2476,4,0,0,46,0,1
713,1,9,4,1138,4,0,0,25,0,1
714,2,60,2,14027,4,0,4,27,1,1
715,0,30,4,7596,1,0,2,63,0,1
716,0,30,4,3077,3,0,2,40,0,1
717,0,18,2,1505,4,0,4,32,0,0
718,3,24,4,3148,3,0,2,31,0,1
719,2,20,0,6148,3,0,2,31,0,1
720,3,9,0,1337,4,0,2,34,1,1
721,2,6,1,433,4,1,1,24,1,0
722,1,12,2,1228,4,1,0,24,1,1
723,2,9,2,790,4,1,0,66,0,1
724,0,27,2,2570,3,1,0,21,1,0
725,0,6,4,250,2,1,0,41,0,1
726,0,15,4,1316,2,0,1,47,0,1
727,1,18,2,1882,4,1,2,25,1,0
728,2,48,1,6416,4,1,4,59,1,0
729,3,24,4,1275,2,0,0,36,0,1
730,2,24,3,6403,1,0,2,33,0,1
731,1,24,2,1987,2,0,0,21,1,0
732,2,8,2,760,4,1,0,44,0,1
733,0,24,2,2603,2,1,2,28,0,0
734,0,4,4,3380,1,1,0,37,0,1
735,2,36,1,3990,3,1,4,29,0,1
736,2,24,2,11560,1,1,2,23,1,0
737,1,18,2,4380,3,0,2,35,0,1
738,0,6,4,6761,1,0,4,45,0,1
739,2,30,0,4280,4,1,2,26,1,0
740,1,24,1,2325,2,0,2,32,0,1
741,2,10,1,1048,4,0,0,23,0,1
742,0,21,2,3160,4,0,1,41,0,1
743,1,24,1,2483,4,0,0,22,0,1
744,1,39,4,14179,4,0,1,30,0,1
745,1,13,4,1797,3,0,1,28,0,1
746,1,15,2,2511,1,1,2,23,0,0
747,1,12,2,1274,3,1,0,37,1,1
748,0,21,2,5248,1,0,2,26,0,1
749,0,15,2,3029,2,0,2,33,0,1
750,1,6,2,428,2,1,1,49,0,1
751,1,18,2,976,1,1,2,23,1,1
752,2,12,2,841,2,1,0,23,0,0
753,0,30,4,5771,4,1,2,25,0,1
754,0,12,3,1555,4,0,4,55,1,0
755,1,24,2,1285,4,1,4,32,1,0
756,3,6,4,1299,1,0,0,74,0,1
757,3,15,4,1271,3,0,4,39,1,0
758,0,24,2,1393,2,0,0,31,0,1
759,1,12,4,691,4,0,1,35,1,1
760,0,15,4,5045,1,1,2,59,0,1
761,1,18,4,2124,4,1,0,24,1,0
762,1,12,2,2214,4,0,1,24,0,1
763,0,21,4,12680,4,0,4,30,1,0
764,0,24,4,2463,4,0,1,27,0,1
765,2,12,2,1155,3,0,0,40,0,1
766,1,30,2,3108,2,0,1,31,1,1
767,0,10,2,2901,1,1,0,31,0,0
768,2,12,4,3617,1,0,2,28,0,0
769,0,12,4,1655,2,0,0,63,0,1
770,1,24,2,2812,2,1,0,26,0,0
771,1,36,4,8065,3,1,4,25,1,1
772,0,21,4,3275,1,0,2,36,0,1
773,0,24,4,2223,4,0,1,52,0,1
774,3,12,4,1480,2,0,4,66,0,0
775,1,24,2,1371,4,1,0,25,1,0
776,0,36,4,3535,4,0,2,37,0,1
777,1,18,2,3509,4,1,0,25,0,1
778,0,36,4,5711,4,0,2,38,0,1
779,2,18,2,3872,2,1,2,67,0,1
780,2,39,4,4933,2,0,0,25,1,1
781,0,24,4,1940,4,0,0,60,0,1
782,2,12,0,1410,2,0,0,31,0,1
783,2,12,2,836,4,1,1,23,1,1
784,2,20,2,6468,1,0,0,60,0,1
785,2,18,2,1941,4,0,1,35,0,1
786,0,22,2,2675,3,0,2,40,0,1
787,0,48,4,2751,4,0,2,38,0,1
788,2,48,3,6224,4,0,4,50,1,0
789,1,40,4,5998,4,0,4,27,1,1
790,2,21,2,1188,2,1,1,39,1,1
791,0,24,2,6313,3,0,2,41,0,1
792,0,6,4,1221,1,0,1,27,0,1
793,3,24,2,2892,3,0,4,51,0,0
794,0,24,2,3062,4,0,4,32,0,0
795,0,9,2,2301,2,1,1,22,0,0
796,1,18,2,7511,1,0,1,51,1,0
797,0,12,4,1258,2,1,1,22,0,0
798,0,24,3,717,4,0,2,54,0,1
799,2,9,2,1549,4,0,0,35,0,1
800,0,24,4,1597,4,0,4,54,0,0
801,2,18,4,1795,3,1,0,48,0,0
802,1,20,4,4272,1,1,1,24,0,1
803,0,12,4,976,4,0,2,35,0,1
804,2,12,2,7472,1,1,0,24,0,0
805,1,36,2,9271,2,0,2,24,1,1
806,2,6,2,590,3,0,0,26,0,1
807,0,12,4,930,4,0,0,65,0,1
808,2,42,1,9283,1,0,4,55,0,0
809,2,15,0,1778,2,1,0,26,1,0
810,2,8,2,907,3,0,0,26,0,1
811,2,6,2,484,3,0,0,28,0,1
812,1,36,4,9629,4,0,2,24,1,1
813,1,48,2,3051,3,0,2,54,1,1
814,1,48,2,3931,4,0,4,46,1,0
815,2,36,3,7432,2,1,1,54,0,0
816,0,6,2,1338,1,0,0,62,0,1
817,0,6,4,1554,1,1,2,24,0,0
818,1,36,2,15857,2,0,2,43,0,1
819,1,18,2,1345,4,0,0,26,1,1
820,0,12,2,1101,3,0,0,27,0,1
821,3,12,2,3016,3,0,2,24,0,1
822,1,36,2,2712,2,0,1,41,1,1
823,1,8,4,731,4,0,0,47,0,1
824,0,18,4,3780,3,0,2,35,0,1
825,1,21,4,1602,4,0,2,30,0,1
826,1,18,4,3966,1,1,0,33,1,0
827,0,18,0,4165,2,0,2,36,1,1
828,1,36,2,8335,3,0,4,47,1,0
829,2,48,3,6681,4,0,4,38,0,0
830,0,24,3,2375,4,0,2,44,0,1
831,1,18,2,1216,4,1,2,23,1,0
832,1,45,0,11816,2,0,2,29,1,0
833,2,24,2,5084,2,1,2,42,0,1
834,3,15,2,2327,2,1,0,25,1,1
835,1,12,0,1082,4,0,2,48,1,1
836,0,12,2,886,4,1,2,21,0,1
837,0,4,2,601,1,1,0,23,0,0
838,1,24,4,2957,4,0,1,63,0,1
839,0,24,4,2611,4,0,0,46,0,1
840,1,36,2,5179,4,0,1,29,1,1
841,0,21,3,2993,3,0,0,28,0,1
842,0,18,2,1943,4,1,0,23,1,1
843,0,24,1,1559,4,0,2,50,0,1
844,0,18,2,3422,4,0,1,47,0,1
845,2,21,2,3976,2,0,2,35,0,1
846,0,18,2,6761,2,0,2,68,1,0
847,0,24,2,1249,4,0,0,28,0,1
848,1,9,2,1364,3,0,0,59,0,1
849,1,12,2,709,4,0,0,57,1,1
850,1,20,4,2235,4,0,1,33,1,0
851,0,24,4,4042,3,0,1,43,0,1
852,0,15,4,1471,4,0,4,35,0,0
853,1,18,1,1442,4,0,4,32,1,0
854,0,36,3,10875,2,0,2,45,0,1
855,0,24,2,1474,4,0,0,33,0,1
856,0,10,2,894,4,1,1,40,0,1
857,0,15,4,3343,4,0,4,28,0,0
858,1,15,2,3959,3,1,1,29,1,1
859,0,9,2,3577,1,0,0,26,0,0
860,0,24,4,5804,4,0,0,27,0,1
861,0,18,3,2169,4,0,2,28,1,1
862,1,24,2,2439,4,1,0,35,1,1
863,0,27,4,4526,4,0,0,32,0,1
864,0,10,2,2210,2,0,0,25,1,0
865,0,15,2,2221,2,1,2,20,0,0
866,1,18,2,2389,4,1,2,27,0,1
867,0,12,4,3331,2,0,1,42,0,1
868,0,36,2,7409,3,0,1,37,0,1
869,1,12,2,652,4,1,1,24,0,0
870,0,36,3,7678,2,1,2,40,0,1
871,3,6,4,1343,1,0,0,46,0,1
872,1,24,4,1382,4,0,0,26,0,1
873,0,15,2,874,4,1,0,24,0,1
874,1,12,2,3590,2,0,1,29,0,1
875,2,11,4,1322,4,1,2,40,0,1
876,1,18,1,1940,3,0,4,36,0,0
877,0,36,2,3595,4,0,2,28,0,1
878,1,9,2,1422,3,0,4,27,1,0
879,0,30,4,6742,2,0,1,36,0,1
880,0,24,2,7814,3,0,2,38,0,1
881,0,24,2,9277,2,0,4,48,0,0
882,2,30,4,2181,4,0,0,36,0,1
883,0,18,4,1098,4,1,2,65,0,1
884,2,24,2,4057,3,0,2,43,1,1
885,1,12,2,795,4,1,1,53,1,1
886,2,24,4,2825,4,0,4,34,0,1
887,2,48,2,15672,2,0,2,23,1,1
888,0,36,4,6614,4,0,2,34,0,1
889,0,28,1,7824,3,0,0,40,0,0
890,1,27,4,2442,4,0,2,43,0,1
891,0,15,4,1829,4,0,2,46,0,1
892,1,12,4,2171,4,0,1,38,0,1
893,2,36,4,5800,3,0,2,34,0,1
894,0,18,4,1169,4,0,1,29,0,1
895,0,36,3,8947,3,0,2,31,0,1
896,1,21,2,2606,4,1,1,28,0,0
897,0,12,4,1592,3,1,1,35,0,1
898,0,15,2,2186,1,1,0,33,0,0
899,1,18,2,4153,2,0,2,42,1,1
900,1,16,4,2625,2,0,1,43,1,0
901,0,20,4,3485,2,0,0,44,0,1
902,0,36,4,10477,2,0,4,42,0,0
903,0,15,2,1386,4,0,0,40,0,0
904,0,24,2,1278,4,0,0,36,0,1
905,1,12,2,1107,2,0,0,20,0,0
906,1,21,2,3763,2,0,0,24,0,1
907,2,36,2,3711,2,0,2,27,0,1
908,0,15,3,3594,1,1,1,46,0,1
909,2,9,2,3195,1,1,0,33,0,1
910,0,36,3,4454,4,1,0,34,0,1
911,2,24,4,4736,2,1,2,25,1,1
912,2,30,2,2991,2,1,2,25,0,1
913,0,11,2,2142,1,0,0,28,0,1
914,1,24,1,3161,4,0,1,31,1,0
915,2,48,0,18424,1,1,1,32,1,1
916,0,10,2,2848,1,0,0,32,0,1
917,1,6,2,14896,1,0,4,68,1,1
918,1,24,2,2359,1,0,1,33,1,1
919,1,24,2,3345,4,0,1,39,1,0
920,0,18,4,1817,4,1,4,28,0,1
921,0,48,3,12749,4,0,2,37,0,1
922,1,9,2,1366,3,1,1,22,1,0
923,2,12,2,2002,3,0,1,30,0,0
924,1,24,1,6872,2,0,1,55,1,1
925,1,12,1,697,4,0,2,46,1,1
926,1,18,4,1049,4,1,1,21,0,0
927,1,48,2,10297,4,0,4,39,1,0
928,0,30,2,1867,4,0,2,58,0,1
929,1,12,3,1344,4,0,0,43,0,1
930,1,24,2,1747,4,0,1,24,0,1
931,2,9,2,1670,4,1,2,22,1,1
932,0,9,4,1224,3,0,0,30,0,1
933,0,12,4,522,4,0,1,42,0,1
934,1,12,2,1498,4,1,2,23,0,1
935,2,30,3,1919,4,0,4,30,1,1
936,3,9,2,745,3,1,0,28,1,1
937,2,6,2,2063,4,0,2,30,0,0
938,2,60,2,6288,4,0,4,42,1,0
939,0,24,4,6842,2,0,1,46,0,1
940,0,12,2,3527,2,0,1,45,0,1
941,0,10,2,1546,3,0,0,31,0,1
942,0,24,2,929,4,0,2,31,0,1
943,0,4,4,1455,2,0,0,42,0,1
944,1,15,2,1845,4,1,1,46,0,0
945,2,48,0,8358,1,1,2,30,0,1
946,1,24,1,3349,4,0,4,30,1,0
947,0,12,2,2859,4,0,4,38,0,1
948,0,18,2,1533,4,0,1,43,1,1
949,0,24,2,3621,2,0,2,31,1,1
950,2,18,4,3590,3,0,2,40,0,1
951,1,36,3,2145,2,0,2,24,1,1
952,2,24,2,4113,3,1,2,28,1,0
953,0,36,2,10974,4,1,2,26,1,1
954,1,12,2,1893,4,1,1,29,0,1
955,1,24,4,1231,4,1,1,57,0,0
956,3,30,4,3656,4,0,1,49,0,1
957,2,9,4,1154,2,0,0,37,0,1
958,1,28,2,4006,3,0,2,45,1,1
959,2,24,2,3069,4,0,4,30,0,0
960,0,6,4,1740,2,0,0,30,0,0
961,2,21,3,2353,1,0,1,47,0,1
962,0,15,2,3556,3,0,4,29,0,1
963,0,24,2,2397,3,0,2,35,1,1
964,2,6,2,454,3,0,1,22,0,1
965,2,30,2,1715,4,1,2,26,0,1
966,2,27,4,2520,4,0,1,23,1,1
967,0,15,2,3568,4,1,2,54,0,0
968,0,42,2,7166,2,0,1,29,0,0
969,1,11,4,3939,1,0,0,40,0,1
970,2,15,2,1514,4,0,0,22,0,1
971,0,24,2,7393,1,0,1,43,0,1
972,1,24,1,1193,1,1,4,29,1,0
973,1,60,2,7297,4,0,4,36,1,0
974,0,30,4,2831,4,1,2,33,0,1
975,3,24,2,1258,3,1,2,57,0,1
976,2,6,2,753,2,1,0,64,0,1
977,2,18,3,2427,4,0,1,42,0,1
978,0,24,3,2538,4,0,2,47,1,1
979,2,15,1,1264,2,0,1,25,1,0
980,2,30,4,8386,2,0,1,49,1,1
981,0,48,2,4844,3,0,2,33,1,0
982,3,21,2,2923,1,1,2,28,0,1
983,1,36,2,8229,2,0,1,26,1,1
984,0,24,4,2028,2,0,1,30,0,1
985,1,15,4,1433,4,1,1,25,0,0
986,3,42,0,6289,2,0,1,33,0,1
987,0,13,2,1409,2,1,0,64,0,1
988,1,24,2,6579,4,0,4,29,0,0
989,2,24,4,1743,4,0,1,48,0,1
990,0,12,4,3565,2,0,1,37,0,1
991,0,15,1,1569,4,0,2,34,0,1
992,1,18,2,1936,2,0,2,23,0,0
993,1,36,2,3959,4,0,1,30,0,1
994,0,12,2,2390,4,0,2,50,0,1
995,0,12,2,1736,3,1,0,31,0,1
996,1,30,2,3857,4,0,1,40,0,1
997,0,12,2,804,4,0,2,38,0,1
998,1,45,2,1845,4,0,4,23,1,0
999,2,45,4,4576,3,0,2,27,0,1
