,checking_account,duration,credit_history,credit_amount,saving_account,employment,installment_rete,sex,residence,property,age,credit,job,people,telephone,foreign_work,label,purpose_car,purpose_others,purpose_radio/TV,debtors_co-applicant,debtors_guarantors,debtors_none,installment_plans_bank,installment_plans_none,installment_plans_stores,housing_for free,housing_own,housing_rent
224,0,15,2,4657,1,2,3,0,2,2,30,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
225,0,36,0,2613,1,2,4,0,2,2,27,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
226,2,48,2,10961,4,3,1,0,2,4,27,2,2,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
227,1,12,2,7865,1,4,4,0,4,4,53,1,3,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
228,0,9,2,1478,1,3,4,0,2,2,22,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
229,1,24,2,3149,1,1,4,0,1,4,22,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
230,3,36,2,4210,1,2,4,0,2,2,26,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
231,0,9,2,2507,3,4,2,0,4,4,51,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
232,0,12,2,2141,2,3,3,0,1,4,35,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
233,2,18,2,866,1,2,4,0,2,0,25,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
234,0,4,4,1544,1,3,2,0,1,0,42,3,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
235,1,24,2,1823,1,0,4,0,2,2,30,1,3,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
236,2,6,2,14555,0,0,1,0,2,1,23,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
237,2,21,2,2767,2,4,4,0,2,2,61,2,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
238,0,12,4,1291,1,2,4,1,2,1,35,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
239,1,30,2,2522,1,4,1,0,3,1,39,1,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
240,1,24,2,915,0,4,4,1,2,2,29,1,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
241,0,6,2,1595,1,3,3,0,2,1,51,1,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
242,1,48,0,4605,1,4,3,0,4,4,24,2,2,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
243,0,12,4,1185,1,2,3,1,2,0,27,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
244,0,12,1,3447,3,2,4,1,3,0,35,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
245,0,24,2,1258,1,3,4,0,1,0,25,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
246,0,12,4,717,1,4,4,0,4,0,52,3,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
247,0,6,0,1204,2,2,4,0,1,4,35,1,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
248,3,24,2,1925,1,2,2,0,2,0,26,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
249,0,18,2,433,1,0,3,1,4,0,22,1,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
250,1,6,4,666,4,3,3,1,4,0,39,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
251,3,12,2,2251,1,2,1,1,2,2,46,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
252,2,30,2,2150,1,2,4,1,2,4,24,1,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
253,0,24,3,4151,2,2,2,0,3,1,35,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
254,2,9,2,2030,0,3,2,0,1,2,24,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
255,2,60,3,7418,0,2,1,0,1,0,27,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
256,0,24,4,2684,1,2,4,0,2,0,35,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
257,1,12,1,2149,1,2,4,0,1,4,29,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
258,0,15,2,3812,2,1,1,1,4,2,23,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
259,0,11,4,1154,2,0,4,1,4,0,57,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
260,1,12,2,1657,1,2,2,0,2,0,27,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
261,1,24,2,1603,1,4,4,1,4,2,55,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
262,1,18,4,5302,1,4,2,0,4,4,36,3,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
263,0,12,4,2748,1,4,2,1,4,4,57,3,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
264,0,10,4,1231,1,4,3,0,4,0,32,2,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
265,2,15,2,802,1,4,4,0,3,2,37,1,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
266,0,36,4,6304,0,4,4,0,4,0,36,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
267,0,24,2,1533,1,1,4,1,3,2,38,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
268,1,14,2,8978,1,4,1,0,4,1,45,1,3,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0
269,0,24,2,999,0,4,4,0,2,2,25,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
270,0,18,2,2662,0,3,4,0,3,1,32,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
271,0,12,4,1402,3,3,3,1,4,2,37,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
272,2,48,1,12169,0,0,4,0,4,4,36,1,3,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
273,2,48,2,3060,1,3,4,0,4,0,28,2,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
274,1,30,2,11998,1,1,1,0,1,4,34,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
275,0,9,2,2697,1,2,1,0,2,0,32,1,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
276,0,18,4,2404,1,2,2,1,2,2,26,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
277,1,12,2,1262,0,4,2,0,4,1,49,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
278,0,6,2,4611,1,1,1,1,4,1,32,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
279,0,24,2,1901,2,2,4,0,4,2,29,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
280,0,15,4,3368,4,4,3,0,4,4,23,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
281,0,12,2,1574,1,2,4,0,2,0,50,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
282,3,18,1,1445,0,3,4,0,4,2,49,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
283,0,15,4,1520,0,4,4,0,4,1,63,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
284,2,24,4,3878,2,1,4,0,2,2,37,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
285,1,47,2,10722,1,1,1,1,1,0,35,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
286,1,48,2,4788,1,3,4,0,3,1,26,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
287,2,48,3,7582,2,0,2,0,4,4,31,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
288,2,12,2,1092,1,2,4,1,4,0,49,2,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
289,1,24,3,1024,1,1,4,0,4,0,48,1,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
290,0,12,2,1076,1,2,2,0,2,0,26,1,2,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
291,2,36,2,9398,1,1,1,0,4,2,28,1,3,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
292,1,24,4,6419,1,4,2,1,4,4,44,2,3,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
293,3,42,4,4796,1,4,4,0,4,4,56,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
294,0,48,4,7629,0,4,4,0,2,2,46,2,3,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
295,2,48,2,9960,1,1,1,1,2,2,26,1,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
296,0,12,2,4675,0,1,1,1,4,2,20,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
297,0,10,2,1287,0,4,4,0,2,1,45,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
298,0,18,2,2515,1,2,3,0,4,0,43,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
299,2,21,4,2745,4,3,3,0,2,2,32,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
300,0,6,2,672,1,0,1,1,4,0,54,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
301,2,36,0,3804,1,2,4,1,1,2,42,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
302,3,24,4,1344,0,3,4,0,2,0,37,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
303,1,10,4,1038,1,3,4,0,3,1,49,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
304,0,48,4,10127,3,2,2,0,2,4,44,1,2,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
305,0,6,2,1543,4,2,4,0,2,0,33,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
306,0,30,2,4811,0,3,2,1,4,1,24,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
307,1,12,2,727,2,1,4,0,3,4,33,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
308,2,8,2,1237,1,2,3,1,4,0,24,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
309,2,9,2,276,1,2,4,0,4,0,22,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
310,2,48,2,5381,0,0,3,0,4,4,40,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
311,0,24,2,5511,2,2,4,0,1,2,25,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
312,3,24,2,3749,1,1,2,1,4,2,26,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
313,2,12,2,685,1,3,2,0,3,2,25,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
314,3,4,2,1494,0,1,1,0,2,0,29,1,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
315,1,36,1,2746,1,4,4,0,4,2,31,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
316,1,12,2,708,1,2,2,0,3,1,38,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
317,2,24,2,4351,0,2,1,1,4,1,48,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
318,0,12,4,701,1,2,4,0,2,2,32,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
319,1,15,3,3643,1,4,1,1,4,1,27,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
320,2,30,4,4249,1,0,4,0,2,2,28,2,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
321,1,24,2,1938,1,1,4,0,3,1,32,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
322,1,24,2,2910,1,3,2,0,1,4,34,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
323,1,18,2,2659,4,2,4,0,2,2,28,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
324,0,18,4,1028,1,2,4,1,3,0,36,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
325,1,8,4,3398,1,3,1,0,4,0,39,2,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
326,0,12,4,5801,0,4,2,0,4,1,49,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
327,0,24,2,1525,4,3,4,1,3,2,34,1,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
328,3,36,2,4473,1,4,4,0,2,2,31,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
329,2,6,2,1068,1,4,4,0,4,2,28,1,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
330,1,24,4,6615,1,0,2,0,4,4,75,2,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
331,0,18,4,1864,2,2,4,1,2,0,30,2,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
332,2,60,2,7408,2,1,4,1,2,1,24,1,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
333,0,48,4,11590,2,2,2,1,4,2,24,2,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
334,1,24,0,4110,1,4,3,0,4,4,23,2,2,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
335,1,6,4,3384,1,2,1,0,4,0,44,1,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
336,2,13,2,2101,1,1,2,1,4,1,23,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
337,1,15,2,1275,0,2,4,1,2,2,24,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
338,1,24,2,4169,1,2,4,0,4,1,28,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
339,2,10,2,1521,1,2,4,0,2,2,31,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
340,2,24,4,5743,1,1,2,1,4,4,24,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
341,1,21,2,3599,1,3,1,1,4,2,26,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
342,2,18,2,3213,3,1,1,0,3,0,25,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
343,2,18,2,4439,1,4,1,0,1,0,33,1,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
344,3,10,2,3949,1,1,1,0,1,1,37,1,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
345,0,15,4,1459,1,2,4,1,2,2,43,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
346,2,13,4,882,1,1,4,0,4,0,23,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
347,2,24,2,3758,3,0,1,1,4,4,23,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
348,0,6,3,1743,2,2,1,0,2,0,34,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
349,2,9,4,1136,4,4,4,0,3,4,32,2,2,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
350,0,9,2,1236,1,1,1,1,4,0,23,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
351,2,9,2,959,1,2,1,1,2,2,29,1,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
352,0,18,4,3229,0,0,2,0,4,4,38,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
353,1,12,0,6199,1,2,4,0,2,1,28,2,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
354,0,10,2,727,3,4,4,0,4,4,46,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
355,2,24,2,1246,1,1,4,0,2,0,23,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
356,0,12,4,2331,0,4,1,0,4,0,49,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
357,0,36,3,4463,1,2,4,0,2,2,26,2,3,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
358,0,12,2,776,1,2,4,0,2,0,28,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
359,1,30,2,2406,1,3,4,1,4,0,23,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360,2,18,2,1239,0,2,4,0,4,4,61,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
361,3,12,2,3399,0,4,2,0,3,2,37,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
362,3,12,3,2247,1,2,2,1,2,2,36,2,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
363,0,6,2,1766,1,2,1,0,2,1,21,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
364,1,18,2,2473,1,0,4,0,1,2,25,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
365,0,12,2,1542,1,3,2,0,4,2,36,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
366,0,18,4,3850,1,3,3,0,1,2,27,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
367,1,18,2,3650,1,1,1,1,4,2,22,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
368,1,36,2,3446,1,4,4,0,2,2,42,1,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
369,2,18,2,3001,1,3,2,1,4,0,40,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
370,0,36,2,3079,0,2,4,0,4,0,36,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
371,0,18,4,6070,1,4,3,0,4,2,33,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
372,0,10,4,2146,1,1,1,1,3,0,23,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
373,0,60,4,13756,0,4,2,0,4,4,63,1,3,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
374,2,60,1,14782,2,4,3,1,4,4,60,2,3,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
375,1,48,1,7685,1,3,2,1,4,2,37,1,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
376,0,18,3,2320,1,0,2,0,3,0,34,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
377,0,7,3,846,0,4,3,0,4,4,36,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
378,2,36,2,14318,1,4,4,0,2,4,57,1,3,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
379,0,6,4,362,2,2,4,1,4,2,52,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
380,1,20,2,2212,0,3,4,0,4,2,39,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
381,2,18,2,12976,1,0,3,1,4,4,38,1,3,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
382,0,22,2,1283,0,3,4,1,4,1,25,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
383,3,12,2,1330,1,1,4,0,1,0,26,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
384,0,30,3,4272,2,2,2,0,2,1,26,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
385,0,18,4,2238,1,2,2,1,1,2,25,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
386,0,18,2,1126,0,1,4,1,2,0,21,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
387,2,18,4,7374,1,0,4,0,4,1,40,2,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
388,2,15,4,2326,3,2,2,0,4,2,27,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
389,0,9,2,1449,1,3,3,1,2,2,27,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
390,0,18,2,1820,1,2,2,0,2,1,30,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
391,2,12,2,983,4,1,1,1,4,0,19,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
392,1,36,2,3249,1,3,2,0,4,4,39,1,3,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
393,1,6,4,1957,1,3,1,1,4,2,31,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
394,0,9,4,2406,1,0,2,0,3,2,31,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
395,2,39,3,11760,2,3,2,0,3,4,32,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
396,1,12,2,2578,1,0,3,1,4,4,55,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
397,1,36,4,2348,1,2,3,0,2,1,46,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
398,2,12,2,1223,1,4,1,0,1,0,46,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
399,0,24,4,1516,4,2,4,1,1,0,43,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
400,0,18,2,1473,1,1,3,0,4,0,39,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
401,2,18,4,1887,0,2,4,0,4,0,28,2,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
402,0,24,3,8648,1,1,2,0,2,2,27,2,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0
403,0,14,3,802,1,2,4,0,2,2,27,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
404,2,18,3,2899,0,4,4,0,4,2,43,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
405,2,24,2,2039,1,1,1,0,1,1,22,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
406,0,24,4,2197,0,3,4,0,4,2,43,2,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
407,1,15,2,1053,1,1,4,0,2,0,27,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
408,0,24,2,3235,3,4,3,0,2,2,26,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
409,3,12,4,939,3,3,4,0,2,0,28,3,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
410,2,24,2,1967,1,4,4,1,4,2,20,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
411,0,33,4,7253,1,3,3,0,2,2,35,2,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
412,0,12,4,2292,1,0,4,0,2,2,42,2,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
413,0,10,2,1597,3,2,3,0,2,4,40,1,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
414,1,24,2,1381,0,2,4,1,2,1,35,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
415,0,36,4,5842,1,4,2,0,2,1,35,2,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
416,1,12,2,2579,1,1,4,0,1,0,33,1,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
417,1,18,3,8471,0,2,1,1,2,2,23,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
418,0,21,2,2782,3,3,1,1,2,2,31,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
419,2,18,2,1042,0,2,4,1,2,1,33,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
420,0,15,2,3186,4,3,2,1,3,2,20,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
421,2,12,2,2028,0,2,4,0,2,2,30,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
422,2,12,4,958,1,3,2,0,3,0,47,2,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
423,0,21,3,1591,2,3,4,0,3,0,34,2,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
424,2,12,2,2762,0,4,1,1,2,1,25,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0
425,2,18,2,2779,1,2,1,0,3,2,21,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
426,0,28,4,2743,1,4,4,0,2,2,29,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
427,0,18,4,1149,4,2,4,0,3,0,46,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
428,0,9,2,1313,1,4,1,0,4,2,20,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
429,1,18,4,1190,1,0,2,1,4,4,55,3,0,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
430,0,5,2,3448,1,3,1,0,4,0,74,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
431,2,24,2,11328,1,2,2,0,3,2,29,2,3,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
432,1,6,4,1872,1,0,4,0,4,4,36,3,3,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
433,0,24,4,2058,1,2,4,0,2,0,33,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
434,1,9,2,2136,1,2,3,0,2,0,25,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
435,2,12,2,1484,0,2,2,0,1,0,25,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
436,0,6,2,660,3,3,2,0,4,0,23,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
437,0,24,4,1287,4,4,4,1,4,0,37,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
438,1,42,4,3394,1,0,4,0,4,2,65,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
439,3,12,1,609,1,1,4,1,1,0,26,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
440,0,12,2,1884,1,4,4,0,4,2,39,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
441,1,12,2,1620,1,2,2,1,3,1,30,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
442,2,20,3,2629,1,2,2,0,3,2,29,2,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
443,0,12,2,719,1,4,4,0,4,2,41,1,1,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444,2,48,4,5096,1,2,2,1,3,2,30,1,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
445,0,9,4,1244,0,4,4,1,4,1,41,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
446,1,36,2,1842,1,1,4,1,4,2,34,1,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
447,2,7,2,2576,1,2,2,0,2,0,35,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
448,3,12,2,1424,0,4,3,1,4,0,55,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
449,2,15,3,1512,4,2,3,0,3,1,61,2,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
450,0,36,4,11054,0,2,4,0,2,2,30,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
