,label,X0_1,X0_2,X0_3,X1_1,X1_2,X1_3,X2_1,X2_2,X3_1,X3_2,X3_3,X4_1,X4_2,X4_3,X4_4,X5_1,X5_2
239,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
240,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
241,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
242,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
243,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
244,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
245,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
246,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
247,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
248,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
249,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
250,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
251,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
252,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
253,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
254,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
255,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
256,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
257,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
258,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
259,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
260,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
261,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
262,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
263,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
264,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
265,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
266,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
267,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
268,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
269,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
270,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
271,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
272,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
273,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
274,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
275,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
276,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
277,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
278,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
279,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
280,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
281,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
282,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
283,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
284,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
285,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
286,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
287,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
288,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
289,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
290,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
291,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1
292,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
293,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
294,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
295,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
296,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
297,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
298,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
299,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
300,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
301,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
302,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
303,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
304,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0
305,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
306,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
307,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
308,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
309,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
310,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0
311,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
312,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
313,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
314,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
315,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
316,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0
317,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
318,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0
319,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
320,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
321,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
322,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
323,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
324,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
325,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
326,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
327,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
328,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
329,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1
330,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
331,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
332,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
333,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
334,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0
335,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
336,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
337,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
338,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
339,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
340,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
341,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
342,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
343,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
344,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
345,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
346,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
347,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
348,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
349,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
350,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
351,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1
352,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0
353,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
354,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
355,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
356,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
357,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
358,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0
359,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
360,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
361,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
362,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
363,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
364,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
365,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
366,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0
367,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
368,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
369,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
370,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
371,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
372,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
373,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
374,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
375,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1
376,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0
377,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1
378,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
379,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
380,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
381,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
382,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
383,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
384,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
385,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
386,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
387,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
388,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
389,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
390,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
391,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
392,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0
393,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
394,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
395,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
396,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0
397,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
398,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
399,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
400,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0
401,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
402,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
403,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
404,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0
405,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
406,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
407,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
408,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
409,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
410,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
411,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
412,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0
413,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
414,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0
415,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
416,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
417,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
418,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
419,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
420,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
421,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
422,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
423,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
424,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
425,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
426,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
427,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
428,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
429,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
430,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
431,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
